,VehicleID,Sequence,ORD_NO,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
5212,VEH_643,2,M18389307,D_502,2023-05-03 07:15:49.584773700,0,60,2023-05-03 08:15:49.584773700,No
5213,VEH_643,1,Null,O_62,2023-05-03 09:25:00.178634760,1 days 08:44:59.821365240,0,2023-05-04 18:10:00,Null
5214,VEH_643,2,20230504B475547_001,D_7,2023-05-04 18:42:05.768859600,0,60,2023-05-04 19:42:05.768859600,No
5215,VEH_643,1,Null,O_62,2023-05-04 20:15:06.062796660,0 days 09:44:53.937203340,0,2023-05-05 06:00:00,Null
5216,VEH_643,2,20230503B473926_001,D_233,2023-05-05 06:53:06.073312440,0,60,2023-05-05 07:53:06.073312440,No
5217,VEH_643,1,Null,O_62,2023-05-05 08:50:36.391122480,0 days 03:09:23.608877520,0,2023-05-05 12:00:00,Null
5218,VEH_643,2,20230504B476137_001,D_108,2023-05-05 12:50:04.764093960,0,60,2023-05-05 13:50:04.764093960,No
5219,VEH_643,3,20230504B476623_001,D_108,2023-05-05 12:00:00,60,60,2023-05-05 14:00:00,No
5220,VEH_643,1,Null,O_62,2023-05-05 15:40:38.239686240,0 days 02:19:21.760313760,0,2023-05-05 18:00:00,Null
5221,VEH_643,2,20230504B476685_001,D_1,2023-05-05 19:48:01.928212020,0,60,2023-05-05 20:48:01.928212020,No
5222,VEH_643,3,20230504B476140_001,D_109,2023-05-05 18:40:53.330954520,60,60,2023-05-05 20:40:53.330954520,No
5223,VEH_643,1,Null,O_62,2023-05-06 00:58:41.224832040,0 days 05:01:18.775167960,0,2023-05-06 06:00:00,Null
5224,VEH_643,2,20230506B478695_001,D_109,2023-05-06 08:13:02.210927100,0,60,2023-05-06 09:13:02.210927100,No
5225,VEH_643,1,Null,O_62,2023-05-06 11:42:48.176592600,0 days 00:17:11.823407400,0,2023-05-06 12:00:00,Null
5226,VEH_643,2,20230506B478553_001,D_109,2023-05-06 14:13:02.210927100,0,60,2023-05-06 15:13:02.210927100,No
5227,VEH_643,1,Null,O_62,2023-05-06 17:42:48.176592600,0 days 00:17:11.823407400,0,2023-05-06 18:00:00,Null
5228,VEH_643,2,20230506B478566_001,D_108,2023-05-06 18:50:04.764093960,0,60,2023-05-06 19:50:04.764093960,No
5229,VEH_643,3,20230504B476621_001,D_108,2023-05-06 18:00:00,60,60,2023-05-06 20:00:00,No
5230,VEH_643,1,Null,O_62,2023-05-06 21:40:38.239686240,,0,,Null
5231,VEH_645,1,Null,O_349,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5232,VEH_645,2,M18387740,D_295,2023-05-02 06:51:38.457230700,0,60,2023-05-02 07:51:38.457230700,No
5233,VEH_645,1,Null,O_352,2023-05-02 08:24:44.768416020,0 days 21:35:15.231583980,0,2023-05-03 06:00:00,Null
5234,VEH_645,2,MF2305036210990,D_1333,2023-05-03 08:09:09.859338840,0,60,2023-05-03 09:09:09.859338840,No
5235,VEH_645,3,MF2305036210982,D_1333,2023-05-03 06:00:00,60,60,2023-05-03 08:00:00,No
5236,VEH_645,1,Null,O_685,2023-05-03 10:51:03.885822540,,0,,Null
5237,VEH_646,1,Null,O_349,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5238,VEH_646,2,M18387085,D_337,2023-05-02 08:22:31.732041180,0,60,2023-05-02 09:22:31.732041180,No
5239,VEH_646,1,Null,O_349,2023-05-02 11:24:44.352202920,0 days 00:35:15.647797080,0,2023-05-02 12:00:00,Null
5240,VEH_646,2,MF2305036203487,D_1399,2023-05-02 14:20:33.474843,0,60,2023-05-02 15:20:33.474843,No
5241,VEH_646,1,Null,O_349,2023-05-02 17:21:00.564360720,0 days 06:48:59.435639280,0,2023-05-03 00:10:00,Null
5242,VEH_646,2,M18389609,D_295,2023-05-03 01:01:38.457230700,0,60,2023-05-03 02:01:38.457230700,No
5243,VEH_646,1,Null,O_349,2023-05-03 02:51:38.890637400,0 days 03:18:21.109362600,0,2023-05-03 06:10:00,Null
5244,VEH_646,2,M18389520,D_338,2023-05-03 09:11:34.932699600,0,60,2023-05-03 10:11:34.932699600,No
5245,VEH_646,1,Null,O_349,2023-05-03 12:49:04.395743940,0 days 05:10:55.604256060,0,2023-05-03 18:00:00,Null
5246,VEH_646,2,PND000209,D_2934,2023-05-03 20:55:25.622898120,0,60,2023-05-03 21:55:25.622898120,No
5247,VEH_646,1,Null,O_349,2023-05-04 00:28:02.320446660,0 days 11:31:57.679553340,0,2023-05-04 12:00:00,Null
5248,VEH_646,2,PND000498,D_328,2023-05-04 14:51:06.503193480,0,60,2023-05-04 15:51:06.503193480,No
5249,VEH_646,3,M18391633,D_1567,2023-05-04 12:44:22.875183360,60,60,2023-05-04 14:44:22.875183360,No
5250,VEH_646,1,Null,O_349,2023-05-04 20:10:51.378711660,,0,,Null
5251,VEH_659,1,Null,O_352,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5252,VEH_659,2,MF2305026198702,D_1335,2023-05-02 08:02:12.780930660,0,60,2023-05-02 09:02:12.780930660,No
5253,VEH_659,1,Null,O_685,2023-05-02 09:45:15.126320699,,0,,Null
5254,VEH_660,1,Null,O_352,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5255,VEH_660,2,MF2305306379768,D_1854,2023-05-02 07:32:05.932468140,0,60,2023-05-02 08:32:05.932468140,No
5256,VEH_660,1,Null,O_179,2023-05-02 09:09:33.783197280,0 days 02:50:26.216802720,0,2023-05-02 12:00:00,Null
5257,VEH_660,2,MF2305256364285,D_233,2023-05-02 12:43:17.790356700,0,60,2023-05-02 13:43:17.790356700,No
5258,VEH_660,3,20230502B471736_001,D_2147,2023-05-02 12:25:28.251359280,60,60,2023-05-02 14:25:28.251359280,No
5259,VEH_660,1,Null,O_603,2023-05-02 15:18:43.323092460,0 days 14:41:16.676907540,0,2023-05-03 06:00:00,Null
5260,VEH_660,2,20230502B470579_001,D_233,2023-05-03 06:34:42.733329660,0,60,2023-05-03 07:34:42.733329660,No
5261,VEH_660,1,Null,O_326,2023-05-03 08:06:18.937320240,,0,,Null
5262,VEH_697,1,Null,O_376,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5263,VEH_697,2,MF2305186334101,D_2245,2023-05-02 10:26:33.508594800,0,60,2023-05-02 11:26:33.508594800,No
5264,VEH_697,1,Null,O_243,2023-05-02 11:32:19.515916800,0 days 06:27:40.484083200,0,2023-05-02 18:00:00,Null
5265,VEH_697,2,20230502B471236_001,D_233,2023-05-02 19:50:02.468717340,0,60,2023-05-02 20:50:02.468717340,No
5266,VEH_697,3,20230502B470132_001,D_233,2023-05-02 18:00:00,60,60,2023-05-02 20:00:00,No
5267,VEH_697,1,Null,O_326,2023-05-02 22:21:38.672707920,3 days 07:38:21.327292080,0,2023-05-06 06:00:00,Null
5268,VEH_697,2,20230504B477024_001,D_91,2023-05-06 07:11:04.733424180,0,60,2023-05-06 08:11:04.733424180,No
5269,VEH_697,3,20230504B477028_001,D_91,2023-05-06 06:00:00,60,60,2023-05-06 08:00:00,No
5270,VEH_697,1,Null,O_580,2023-05-06 09:33:33.734874660,,0,,Null
5271,VEH_698,1,Null,O_376,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5272,VEH_698,2,MF2305186334109,D_2248,2023-05-02 09:33:12.776047800,0,60,2023-05-02 10:33:12.776047800,No
5273,VEH_698,1,Null,O_11,2023-05-02 11:01:09.154638120,0 days 12:58:50.845361880,0,2023-05-03 00:00:00,Null
5274,VEH_698,2,N_20230503865355,D_233,2023-05-03 00:46:09.202041600,0,60,2023-05-03 01:46:09.202041600,No
5275,VEH_698,1,Null,O_326,2023-05-03 02:17:45.406032120,,0,,Null
5276,VEH_685,1,Null,O_376,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5277,VEH_685,2,MF2305186334117,D_2252,2023-05-02 09:15:14.399347860,0,60,2023-05-02 10:15:14.399347860,No
5278,VEH_685,1,Null,O_376,2023-05-02 13:37:07.022865660,0 days 04:22:52.977134340,0,2023-05-02 18:00:00,Null
5279,VEH_685,2,MF2305186334113,D_2250,2023-05-02 21:34:00.675268620,0,60,2023-05-02 22:34:00.675268620,No
5280,VEH_685,1,Null,O_376,2023-05-03 02:11:56.608895760,0 days 00:08:03.391104240,0,2023-05-03 02:20:00,Null
5281,VEH_685,2,MF2305186334167,D_2270,2023-05-03 06:37:57.300874620,0,60,2023-05-03 07:37:57.300874620,No
5282,VEH_685,1,Null,O_376,2023-05-03 11:42:46.211761500,0 days 00:17:13.788238500,0,2023-05-03 12:00:00,Null
5283,VEH_685,2,M18396566,D_265,2023-05-03 13:46:31.876870020,0,60,2023-05-03 14:46:31.876870020,No
5284,VEH_685,1,Null,O_9,2023-05-03 15:29:58.881126060,,0,,Null
5285,VEH_700,1,Null,O_376,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5286,VEH_700,2,MF2305186334133,D_2258,2023-05-02 08:51:11.086415460,0,60,2023-05-02 09:51:11.086415460,No
5287,VEH_700,1,Null,O_376,2023-05-02 12:50:29.947791960,0 days 00:09:30.052208040,0,2023-05-02 13:00:00,Null
5288,VEH_700,2,MF2305186334147,D_2260,2023-05-02 13:40:46.344818100,0,60,2023-05-02 14:40:46.344818100,No
5289,VEH_700,1,Null,O_376,2023-05-02 15:22:11.959538640,0 days 02:37:48.040461360,0,2023-05-02 18:00:00,Null
5290,VEH_700,2,MF2305186334079,D_2235,2023-05-02 21:46:01.533740820,0,60,2023-05-02 22:46:01.533740820,No
5291,VEH_700,1,Null,O_376,2023-05-03 02:23:34.409678280,0 days 00:06:25.590321720,0,2023-05-03 02:30:00,Null
5292,VEH_700,2,MF2305186334217,D_2279,2023-05-03 02:49:23.010325740,0,60,2023-05-03 03:49:23.010325740,No
5293,VEH_700,1,Null,O_376,2023-05-03 04:10:10.058598,0 days 01:49:49.941402,0,2023-05-03 06:00:00,Null
5294,VEH_700,2,MF2305306379798,D_2157,2023-05-03 06:34:21.817659660,0,60,2023-05-03 07:34:21.817659660,No
5295,VEH_700,3,MF2305186334211,D_2264,2023-05-03 06:42:46.622410320,60,60,2023-05-03 08:42:46.622410320,No
5296,VEH_700,1,Null,O_376,2023-05-03 09:43:00.139907700,0 days 02:16:59.860092300,0,2023-05-03 12:00:00,Null
5297,VEH_700,2,MF2305186334225,D_2260,2023-05-03 12:40:46.344818100,0,60,2023-05-03 13:40:46.344818100,No
5298,VEH_700,3,MF2305186334213,D_2260,2023-05-03 12:00:00,60,60,2023-05-03 14:00:00,No
5299,VEH_700,1,Null,O_376,2023-05-03 15:22:11.959538640,0 days 02:47:48.040461360,0,2023-05-03 18:10:00,Null
5300,VEH_700,2,MF2305186334165,D_2269,2023-05-03 22:29:42.705180480,0,60,2023-05-03 23:29:42.705180480,No
5301,VEH_700,1,Null,O_376,2023-05-04 03:36:18.550384080,0 days 02:43:41.449615920,0,2023-05-04 06:20:00,Null
5302,VEH_700,2,MF2305186334289,D_2261,2023-05-04 06:41:21.199665360,0,60,2023-05-04 07:41:21.199665360,No
5303,VEH_700,1,Null,O_376,2023-05-04 08:03:35.431426380,0 days 00:06:24.568573620,0,2023-05-04 08:10:00,Null
5304,VEH_700,2,MF2305186334267,D_2271,2023-05-04 09:30:30.169388640,0,60,2023-05-04 10:30:30.169388640,No
5305,VEH_700,1,Null,O_376,2023-05-04 11:52:37.174435800,0 days 00:17:22.825564200,0,2023-05-04 12:10:00,Null
5306,VEH_700,2,MF2305186334189,D_2234,2023-05-04 16:05:14.456712360,0,60,2023-05-04 17:05:14.456712360,No
5307,VEH_700,3,MF2305186334257,D_2289,2023-05-04 12:48:50.044919160,60,60,2023-05-04 14:48:50.044919160,No
5308,VEH_700,1,Null,O_376,2023-05-04 22:17:16.605956100,1 days 01:42:43.394043900,0,2023-05-06 00:00:00,Null
5309,VEH_700,2,20230506B478512_001,D_1,2023-05-06 01:59:50.379572220,0,60,2023-05-06 02:59:50.379572220,No
5310,VEH_700,3,20230506B478411_001,D_1,2023-05-06 00:00:00,60,60,2023-05-06 02:00:00,No
5311,VEH_700,1,Null,O_376,2023-05-06 06:01:38.600790720,,0,,Null
5312,VEH_693,1,Null,O_376,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5313,VEH_693,2,MF2305186334143,D_2262,2023-05-02 08:04:04.101667860,0,60,2023-05-02 09:04:04.101667860,No
5314,VEH_693,1,Null,O_144,2023-05-02 09:41:26.385010020,,0,,Null
5315,VEH_694,1,Null,O_376,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5316,VEH_694,2,MF2305186334171,D_2272,2023-05-02 07:44:43.986652800,0,60,2023-05-02 08:44:43.986652800,No
5317,VEH_694,1,Null,O_9,2023-05-02 09:23:57.868438860,,0,,Null
5318,VEH_704,1,Null,O_430,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5319,VEH_704,2,MF2305016189674,D_1202,2023-05-02 09:06:12.645002460,0,60,2023-05-02 10:06:12.645002460,No
5320,VEH_704,1,Null,O_284,2023-05-02 10:42:48.533934720,0 days 01:17:11.466065280,0,2023-05-02 12:00:00,Null
5321,VEH_704,2,MF2305016190647,D_1212,2023-05-02 13:35:27.746877780,0,60,2023-05-02 14:35:27.746877780,No
5322,VEH_704,3,MF2305026193143,D_1235,2023-05-02 12:22:15.586130339,60,60,2023-05-02 14:22:15.586130339,No
5323,VEH_704,1,Null,O_685,2023-05-02 16:48:36.716762940,1 days 13:11:23.283237060,0,2023-05-04 06:00:00,Null
5324,VEH_704,2,MF2305226348215,D_2464,2023-05-04 10:23:26.240056620,0,60,2023-05-04 11:23:26.240056620,No
5325,VEH_704,1,Null,O_11,2023-05-04 11:55:52.459462440,0 days 00:04:07.540537560,0,2023-05-04 12:00:00,Null
5326,VEH_704,2,M18388383,D_504,2023-05-04 16:07:27.859250220,0,60,2023-05-04 17:07:27.859250220,No
5327,VEH_704,1,Null,O_11,2023-05-04 21:28:17.758061340,0 days 08:31:42.241938660,0,2023-05-05 06:00:00,Null
5328,VEH_704,2,20230503B474690_001,D_233,2023-05-05 06:46:09.202041600,0,60,2023-05-05 07:46:09.202041600,No
5329,VEH_704,1,Null,O_326,2023-05-05 08:17:45.406032120,1 days 03:42:14.593967880,0,2023-05-06 12:00:00,Null
5330,VEH_704,2,20230505B477569_001,D_97,2023-05-06 12:26:21.576071640,0,60,2023-05-06 13:26:21.576071640,No
5331,VEH_704,1,Null,O_11,2023-05-06 13:37:34.140941940,0 days 04:22:25.859058060,0,2023-05-06 18:00:00,Null
5332,VEH_704,2,M18393524,D_444,2023-05-06 19:08:35.463762660,0,60,2023-05-06 20:08:35.463762660,No
5333,VEH_704,1,Null,O_629,2023-05-06 20:28:46.497671340,,0,,Null
5334,VEH_705,1,Null,O_430,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5335,VEH_705,2,MF2305036201538,D_1282,2023-05-02 06:54:48.871533300,0,60,2023-05-02 07:54:48.871533300,No
5336,VEH_705,3,MF2305036201546,D_1282,2023-05-02 06:00:00,60,60,2023-05-02 08:00:00,No
5337,VEH_705,1,Null,O_591,2023-05-02 09:13:18.873903540,1 days 02:46:41.126096460,0,2023-05-03 12:00:00,Null
5338,VEH_705,2,MF2305046245973,D_1329,2023-05-03 13:46:17.654169480,0,60,2023-05-03 14:46:17.654169480,No
5339,VEH_705,1,Null,O_323,2023-05-03 15:25:35.824302540,0 days 02:34:24.175697460,0,2023-05-03 18:00:00,Null
5340,VEH_705,2,MF2305036210271,D_1499,2023-05-03 20:14:47.634710880,0,60,2023-05-03 21:14:47.634710880,No
5341,VEH_705,1,Null,O_323,2023-05-03 23:30:33.606774660,0 days 00:29:26.393225340,0,2023-05-04 00:00:00,Null
5342,VEH_705,2,MF2305086259044,D_1226,2023-05-04 01:02:43.730436840,0,60,2023-05-04 02:02:43.730436840,No
5343,VEH_705,1,Null,O_323,2023-05-04 03:05:57.755488860,0 days 02:54:02.244511140,0,2023-05-04 06:00:00,Null
5344,VEH_705,2,MF2305046247101,D_1318,2023-05-04 08:18:00.075405480,0,60,2023-05-04 09:18:00.075405480,No
5345,VEH_705,1,Null,O_352,2023-05-04 09:54:07.055362920,0 days 02:05:52.944637080,0,2023-05-04 12:00:00,Null
5346,VEH_705,2,20230504B477172_001,D_1,2023-05-04 13:07:55.703342520,0,60,2023-05-04 14:07:55.703342520,No
5347,VEH_705,1,Null,O_144,2023-05-04 14:23:55.931698440,,0,,Null
5348,VEH_706,1,Null,O_430,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5349,VEH_706,2,MF2305026199200,D_1345,2023-05-02 09:25:14.239616520,0,60,2023-05-02 10:25:14.239616520,No
5350,VEH_706,1,Null,O_326,2023-05-02 10:25:29.199360,4 days 01:34:30.800640,0,2023-05-06 12:00:00,Null
5351,VEH_706,2,20230504B477093_001,D_99,2023-05-06 12:46:34.049978400,0,60,2023-05-06 13:46:34.049978400,No
5352,VEH_706,1,Null,O_179,2023-05-06 14:10:26.009332740,,0,,Null
5353,VEH_744,1,Null,O_448,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5354,VEH_744,2,MF2305266367805,D_1614,2023-05-02 08:46:52.403869620,0,60,2023-05-02 09:46:52.403869620,No
5355,VEH_744,1,Null,O_711,2023-05-02 09:59:52.218260700,0 days 02:00:07.781739300,0,2023-05-02 12:00:00,Null
5356,VEH_744,2,20230502B470233_001,D_233,2023-05-02 13:41:40.778685780,0,60,2023-05-02 14:41:40.778685780,No
5357,VEH_744,1,Null,O_326,2023-05-02 15:13:16.982676359,,0,,Null
5358,VEH_750,1,Null,O_448,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5359,VEH_750,2,MF2305046245825,D_1615,2023-05-02 07:12:36.809729940,0,60,2023-05-02 08:12:36.809729940,No
5360,VEH_750,1,Null,O_352,2023-05-02 08:48:44.246703960,0 days 03:11:15.753296040,0,2023-05-02 12:00:00,Null
5361,VEH_750,2,MF2305306379770,D_1854,2023-05-02 13:32:05.932468140,0,60,2023-05-02 14:32:05.932468140,No
5362,VEH_750,1,Null,O_179,2023-05-02 15:09:33.783197280,0 days 02:50:26.216802720,0,2023-05-02 18:00:00,Null
5363,VEH_750,2,MF2305256364287,D_233,2023-05-02 18:43:17.790356700,0,60,2023-05-02 19:43:17.790356700,No
5364,VEH_750,3,20230502B470880_002,D_2147,2023-05-02 18:25:28.251359280,60,60,2023-05-02 20:25:28.251359280,No
5365,VEH_750,1,Null,O_179,2023-05-02 21:47:48.413742300,0 days 14:12:11.586257700,0,2023-05-03 12:00:00,Null
5366,VEH_750,2,20230502B469799_001,D_44,2023-05-03 13:05:22.408016820,0,60,2023-05-03 14:05:22.408016820,No
5367,VEH_750,1,Null,O_448,2023-05-03 14:42:17.775404880,0 days 03:17:42.224595120,0,2023-05-03 18:00:00,Null
5368,VEH_750,2,MF2305046246240,D_1631,2023-05-03 19:05:47.542855980,0,60,2023-05-03 20:05:47.542855980,No
5369,VEH_750,1,Null,O_144,2023-05-03 20:38:07.538027460,,0,,Null
5370,VEH_745,1,Null,O_448,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5371,VEH_745,2,MF2305046245830,D_1617,2023-05-02 08:05:41.592997980,0,60,2023-05-02 09:05:41.592997980,No
5372,VEH_745,1,Null,O_174,2023-05-02 09:21:50.400867,,0,,Null
5373,VEH_770,1,Null,O_448,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5374,VEH_770,2,MF2305046249994,D_1654,2023-05-02 07:35:21.078580980,0,60,2023-05-02 08:35:21.078580980,No
5375,VEH_770,1,Null,O_629,2023-05-02 08:58:04.229993820,0 days 09:01:55.770006180,0,2023-05-02 18:00:00,Null
5376,VEH_770,2,MF2305026196625,D_209,2023-05-02 19:01:43.902105300,0,60,2023-05-02 20:01:43.902105300,No
5377,VEH_770,3,MF2305036205551,D_1288,2023-05-02 18:33:00.054901800,60,60,2023-05-02 20:33:00.054901800,No
5378,VEH_770,4,20230502B471800_001,D_1462,2023-05-02 18:36:01.334526600,120,60,2023-05-02 21:36:01.334526600,No
5379,VEH_770,1,Null,O_144,2023-05-02 22:58:04.086793140,,0,,Null
5380,VEH_760,1,Null,O_448,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5381,VEH_760,2,MF2305126294972,D_1757,2023-05-02 09:20:54.159920640,0,60,2023-05-02 10:20:54.159920640,No
5382,VEH_760,3,MF2305126294964,D_1757,2023-05-02 06:00:00,60,60,2023-05-02 08:00:00,No
5383,VEH_760,1,Null,O_430,2023-05-02 11:59:07.446964860,0 days 12:00:52.553035140,0,2023-05-03 00:00:00,Null
5384,VEH_760,2,MF2305036201550,D_1282,2023-05-03 00:54:48.871533300,0,60,2023-05-03 01:54:48.871533300,No
5385,VEH_760,1,Null,O_591,2023-05-03 02:13:18.873903540,0 days 03:46:41.126096460,0,2023-05-03 06:00:00,Null
5386,VEH_760,2,MF2305046256515,D_1344,2023-05-03 09:41:22.771068420,0,60,2023-05-03 10:41:22.771068420,No
5387,VEH_760,1,Null,O_685,2023-05-03 11:16:00.051783660,,0,,Null
5388,VEH_746,1,Null,O_448,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5389,VEH_746,2,MF2305176320116,D_2190,2023-05-02 07:30:34.594989960,0,60,2023-05-02 08:30:34.594989960,No
5390,VEH_746,3,MF2305176320108,D_2190,2023-05-02 06:00:00,60,60,2023-05-02 08:00:00,No
5391,VEH_746,1,Null,O_352,2023-05-02 10:11:35.768193780,0 days 07:48:24.231806220,0,2023-05-02 18:00:00,Null
5392,VEH_746,2,20230502B471120_001,D_208,2023-05-02 20:09:10.156984560,0,60,2023-05-02 21:09:10.156984560,No
5393,VEH_746,1,Null,O_629,2023-05-02 21:50:20.010180660,,0,,Null
5394,VEH_773,1,Null,O_448,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5395,VEH_773,2,MF2305256364871,D_2620,2023-05-02 09:45:09.271416960,0,60,2023-05-02 10:45:09.271416960,No
5396,VEH_773,1,Null,O_9,2023-05-02 11:27:18.254839140,,0,,Null
5397,VEH_774,1,Null,O_448,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5398,VEH_774,2,MF2305266367793,D_2650,2023-05-02 07:28:51.805882260,0,60,2023-05-02 08:28:51.805882260,No
5399,VEH_774,1,Null,O_11,2023-05-02 08:42:58.368194580,0 days 03:17:01.631805420,0,2023-05-02 12:00:00,Null
5400,VEH_774,2,20230502B471096_001,D_233,2023-05-02 12:46:09.202041600,0,60,2023-05-02 13:46:09.202041600,No
5401,VEH_774,3,M18387266,D_273,2023-05-02 12:32:44.937530340,60,60,2023-05-02 14:32:44.937530340,No
5402,VEH_774,1,Null,O_326,2023-05-02 15:30:14.395799700,3 days 14:29:45.604200300,0,2023-05-06 06:00:00,Null
5403,VEH_774,2,N_20230504876896,D_94,2023-05-06 06:43:42.936932280,0,60,2023-05-06 07:43:42.936932280,No
5404,VEH_774,3,20230504B477048_001,D_94,2023-05-06 06:00:00,60,60,2023-05-06 08:00:00,No
5405,VEH_774,1,Null,O_174,2023-05-06 09:27:16.642322759,,0,,Null
5406,VEH_783,1,Null,O_466,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5407,VEH_783,2,20230502B471932_001,D_109,2023-05-02 08:20:29.361583680,0,60,2023-05-02 09:20:29.361583680,No
5408,VEH_783,1,Null,O_144,2023-05-02 10:01:01.583172360,,0,,Null
5409,VEH_781,1,Null,O_466,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5410,VEH_781,2,20230502B470783_001,D_109,2023-05-02 08:20:29.361583680,0,60,2023-05-02 09:20:29.361583680,No
5411,VEH_781,1,Null,O_144,2023-05-02 10:01:01.583172360,,0,,Null
5412,VEH_791,1,Null,O_466,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5413,VEH_791,2,MF2305026197028,D_1309,2023-05-02 06:00:00,0,60,2023-05-02 07:00:00,No
5414,VEH_791,1,Null,O_9,2023-05-02 10:05:01.148751780,,0,,Null
5415,VEH_920,1,Null,O_603,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5416,VEH_920,2,20230502B469998_001,D_208,2023-05-02 06:52:01.038688740,0,60,2023-05-02 07:52:01.038688740,No
5417,VEH_920,1,Null,O_603,2023-05-02 08:47:10.500471060,0 days 09:12:49.499528940,0,2023-05-02 18:00:00,Null
5418,VEH_920,2,20230502B470081_001,D_233,2023-05-02 18:34:42.733329660,0,60,2023-05-02 19:34:42.733329660,No
5419,VEH_920,3,20230502B470174_001,D_233,2023-05-02 18:00:00,60,60,2023-05-02 20:00:00,No
5420,VEH_920,1,Null,O_603,2023-05-02 21:12:26.699512680,0 days 02:47:33.300487320,0,2023-05-03 00:00:00,Null
5421,VEH_920,2,20230503B473151_001,D_233,2023-05-03 00:34:42.733329660,0,60,2023-05-03 01:34:42.733329660,No
5422,VEH_920,3,20230502B470175_001,D_233,2023-05-03 00:00:00,60,60,2023-05-03 02:00:00,No
5423,VEH_920,1,Null,O_603,2023-05-03 03:12:26.699512680,1 days 08:47:33.300487320,0,2023-05-04 12:00:00,Null
5424,VEH_920,2,MF2305116278389,D_1598,2023-05-04 16:23:47.863961040,0,60,2023-05-04 17:23:47.863961040,No
5425,VEH_920,3,MF2305046248883,D_1649,2023-05-04 12:39:36.564277980,60,60,2023-05-04 14:39:36.564277980,No
5426,VEH_920,1,Null,O_9,2023-05-04 19:23:08.387679719,,0,,Null
5427,VEH_921,1,Null,O_603,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5428,VEH_921,2,20230502B471107_001,D_233,2023-05-02 06:34:42.733329660,0,60,2023-05-02 07:34:42.733329660,No
5429,VEH_921,1,Null,O_326,2023-05-02 08:06:18.937320240,,0,,Null
5430,VEH_973,1,Null,O_673,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5431,VEH_973,2,M18387182,D_470,2023-05-02 07:12:51.309084120,0,60,2023-05-02 08:12:51.309084120,No
5432,VEH_973,1,Null,O_603,2023-05-02 08:33:57.822027420,0 days 03:26:02.177972580,0,2023-05-02 12:00:00,Null
5433,VEH_973,2,20230502B470187_001,D_233,2023-05-02 12:34:42.733329660,0,60,2023-05-02 13:34:42.733329660,No
5434,VEH_973,3,20230502B470026_001,D_233,2023-05-02 12:00:00,60,60,2023-05-02 14:00:00,No
5435,VEH_973,1,Null,O_326,2023-05-02 15:06:18.937320240,,0,,Null
5436,VEH_974,1,Null,O_673,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5437,VEH_974,2,M18387334,D_476,2023-05-02 07:17:08.400503220,0,60,2023-05-02 08:17:08.400503220,No
5438,VEH_974,1,Null,O_326,2023-05-02 08:49:41.708305260,,0,,Null
5439,VEH_957,1,Null,O_673,2023-05-02 06:00:00,0 days 00:00:00,0,2023-05-02 06:00:00,Null
5440,VEH_957,2,M18393115,D_671,2023-05-02 09:43:53.439331260,0,60,2023-05-02 10:43:53.439331260,No
5441,VEH_957,1,Null,O_323,2023-05-02 11:01:45.515854620,0 days 00:58:14.484145380,0,2023-05-02 12:00:00,Null
